index,#,ID ustanove,Univerzitet,Naziv ustanove,Tip ustanove,ID programa,Naziv programa,Zvanje,Polje,Nivo,Školarina za domaće studente,Školarina za strane studente,Broj ESPB bodova,Broj rešenja akreditacije,Datum rešenja akreditacije,Akreditaciona kvota,Broj budžetskih studenata - prva godina,Broj budžetskih studenata - druga godina,Broj budžetskih studenata - treća godina,Broj budžetskih studenata - četvrta godina,Broj budžetskih studenata - peta godina,Broj budžetskih studenata - šesta godina,Broj samofinansirajući studenata - prva godina,Broj samofinansirajući studenata - druga godina,Broj samofinansirajući studenata - treća godina,Broj samofinansirajući studenata - četvrta godina,Broj samofinansirajući studenata - peta godina,Broj samofinansirajući studenata - šesta godina,Broj stranih studenata - prva godina,Broj stranih studenata - druga godina,Broj stranih studenata - treća godina,Broj stranih studenata - četvrta godina,Broj stranih studenata - peta godina,Broj stranih studenata - šesta godina,Broj svršenih studenata tokom prethodne školske godine,Broj prijavljenih kandidata na upisu u narednu školsku godinu - I rok,Broj prijavljenih kandidata na upisu u narednu školsku godinu - II rok,Broj budžetskih studenata,Broj samofinansirajućih studenata,Broj stranih studenata,Broj studenata,Dužina trajanja programa (u semestrima),Dužina trajanja programa (u god),Broj prijavljenih kandidata,Studenti prva godina,Studenti druga godina,Studenti treća godina,Studenti četvrta godina,Studenti peta godina,Studenti šesta godina,Polje_skraceno,Vlasnistvo,Broj studenata na zavrsnoj godini
0,1.0,82,Универзитет у Приштини,"Правни факултет, Косовска Митровица",Државни факултет,16,ОАС,Дипломирани правник,Друштвено-хуманистичке науке,Основне академске,60000.0,1000.0,240,612-02-02690/2013-04,11.07.2014.,200.0,75.0,90.0,103.0,114.0,,,54.0,92.0,108.0,318.0,,,0.0,0.0,0.0,0.0,,,42,104.0,0.0,382.0,572.0,0.0,954.0,8,4,104.0,129.0,182.0,211.0,432.0,0.0,0.0,DH,Државни факултет,432.0
15,16.0,15,Универзитет у Београду,Машински факултет,Државни факултет,20,Машинско инжењерство,Инжењер машинства,Техничко-технолошке науке,Основне академске,72000.0,1800.0,180,612-00-01119/2017-06,2017-05-26,720.0,488.0,326.0,460.0,,,,274.0,311.0,507.0,,,,11.0,3.0,5.0,,,,378,1113.0,25.0,1274.0,1092.0,19.0,2385.0,6,3,1138.0,773.0,640.0,972.0,0.0,0.0,0.0,TT,Државни факултет,972.0
18,19.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,23,Хемичар (2008),Дипломирани хемичар,Природно-математичке науке,Основне академске,90000.0,2500.0,240,,,,0.0,0.0,26.0,38.0,,,0.0,10.0,48.0,48.0,,,0.0,0.0,0.0,0.0,,,46,,,64.0,106.0,0.0,170.0,8,4,0.0,0.0,10.0,74.0,86.0,0.0,0.0,PM,Државни факултет,86.0
19,20.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,24,Биохемичар (2008),Биохемичар,Природно-математичке науке,Основне академске,90000.0,2500.0,240,,,,0.0,0.0,15.0,19.0,,,0.0,7.0,10.0,30.0,,,0.0,0.0,0.0,0.0,,,25,,,34.0,47.0,0.0,81.0,8,4,0.0,0.0,7.0,25.0,49.0,0.0,0.0,PM,Државни факултет,49.0
22,23.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,27,Биохемија (2014),Дипломирани биохемичар,Природно-математичке науке,Основне академске,102000.0,2500.0,240,612-00-00495/2013-04,2013-11-08,50.0,45.0,27.0,28.0,42.0,,,25.0,25.0,17.0,28.0,,,1.0,1.0,0.0,0.0,,,28,63.0,0.0,142.0,95.0,2.0,239.0,8,4,63.0,71.0,53.0,45.0,70.0,0.0,0.0,PM,Државни факултет,70.0
30,31.0,60,Универзитет у Новом Саду,"Економски факултет, Суботица",Државни факултет,1884,Европска и међународна економија и бизнис (240 ЕСПБ),Дипломирани економиста,Друштвено-хуманистичке науке,Основне академске,96000.0,1900.0,240,612-00-01308/2012-04,25.10.2013,140.0,53.0,23.0,45.0,72.0,,,22.0,14.0,12.0,16.0,,,,,,,,,23,51.0,0.0,193.0,64.0,0.0,257.0,8,4,51.0,75.0,37.0,57.0,88.0,0.0,0.0,DH,Државни факултет,88.0
31,32.0,27,Универзитет у Београду,Шумарски факултет,Државни факултет,48,Шумарство,Дипломирани инжењер шумарства,Техничко-технолошке науке,Основне академске,72000.0,1500.0,240,612-00-660/2/2008-04,11.12.2008.,120.0,103.0,61.0,60.0,80.0,,,32.0,75.0,56.0,207.0,,,0.0,0.0,0.0,0.0,,,44,96.0,9.0,304.0,370.0,0.0,674.0,8,4,105.0,135.0,136.0,116.0,287.0,0.0,0.0,TT,Државни факултет,287.0
32,33.0,27,Универзитет у Београду,Шумарски факултет,Државни факултет,49,"Технологије, менаџмент и пројектовање намештаја и производа од дрвета",Дипломирани инжењер шумарства,Техничко-технолошке науке,Основне академске,72000.0,1500.0,240,612-00-660/14/2008-04,18.12.2008.,100.0,70.0,35.0,35.0,58.0,,,26.0,37.0,21.0,141.0,,,0.0,0.0,0.0,0.0,,,18,56.0,14.0,198.0,225.0,0.0,423.0,8,4,70.0,96.0,72.0,56.0,199.0,0.0,0.0,TT,Државни факултет,199.0
33,34.0,27,Универзитет у Београду,Шумарски факултет,Државни факултет,50,Пејзажна архитектура,Дипломирани инжењер шумарства,Техничко-технолошке науке,Основне академске,72000.0,1500.0,240,612-00-660/14/2008-04,18.12.2008.,65.0,42.0,40.0,46.0,57.0,,,32.0,26.0,19.0,105.0,,,0.0,1.0,0.0,0.0,,,58,71.0,0.0,185.0,182.0,1.0,368.0,8,4,71.0,74.0,67.0,65.0,162.0,0.0,0.0,TT,Државни факултет,162.0
34,35.0,40,Универзитет у Крагујевцу,"Факултет техничких наука, Чачак",Државни факултет,56,Мехатроника,Дипломирани инжењер мехатронике,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,81000.0,1500.0,240,612-00-02629/2013-04,2014-04-09,30.0,18.0,6.0,8.0,10.0,,,10.0,6.0,3.0,12.0,,,0.0,0.0,0.0,0.0,,,11,25.0,6.0,42.0,31.0,0.0,73.0,8,4,31.0,28.0,12.0,11.0,22.0,0.0,0.0,IMT,Државни факултет,22.0
35,36.0,40,Универзитет у Крагујевцу,"Факултет техничких наука, Чачак",Државни факултет,55,Електротехничко и рачунарско инжењерство,Дипломирани инжењер електротехнике и рачунарства,Техничко-технолошке науке,Основне академске,81000.0,1500.0,240,612-00-02629/2013-04,2014-05-23,80.0,46.0,20.0,32.0,63.0,,,13.0,17.0,18.0,88.0,,,0.0,0.0,0.0,1.0,,,38,50.0,10.0,161.0,136.0,1.0,298.0,8,4,60.0,59.0,37.0,50.0,152.0,0.0,0.0,TT,Државни факултет,152.0
36,37.0,73,Универзитет у Новом Саду,"Учитељски факултет на мађарском наставном језику, Суботица",Државни факултет,61,Дипломирани учитељ,Дипломирани учитељ,Друштвено-хуманистичке науке,Основне академске,50000.0,2300.0,240,612-00-00067/2014-04,2014-06-13,35.0,20.0,11.0,19.0,32.0,,,7.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,,,22,30.0,4.0,82.0,13.0,0.0,95.0,8,4,34.0,27.0,13.0,20.0,35.0,0.0,0.0,DH,Државни факултет,35.0
37,38.0,73,Универзитет у Новом Саду,"Учитељски факултет на мађарском наставном језику, Суботица",Државни факултет,62,Дипломирани васпитач,Дипломирани васпитач,Друштвено-хуманистичке науке,Основне академске,50000.0,2300.0,240,612-00-00067/2014-04,2014-06-13,20.0,15.0,9.0,9.0,13.0,,,1.0,1.0,4.0,0.0,,,0.0,0.0,0.0,0.0,,,10,15.0,0.0,46.0,6.0,0.0,52.0,8,4,15.0,16.0,10.0,13.0,13.0,0.0,0.0,DH,Државни факултет,13.0
38,39.0,40,Универзитет у Крагујевцу,"Факултет техничких наука, Чачак",Државни факултет,63,Инжењерски менаџмент,Дипломирани инжењер менаџмента,Техничко-технолошке науке,Основне академске,81000.0,1500.0,240,612-00-02629/2013-04,2014-03-21,30.0,25.0,16.0,29.0,40.0,,,0.0,5.0,1.0,15.0,,,0.0,0.0,0.0,0.0,,,13,25.0,1.0,110.0,21.0,0.0,131.0,8,4,26.0,25.0,21.0,30.0,55.0,0.0,0.0,TT,Државни факултет,55.0
39,40.0,40,Универзитет у Крагујевцу,"Факултет техничких наука, Чачак",Државни факултет,64,Техника и информатика,Мастер професор технике и информатике,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Интегр. академске,81000.0,1500.0,300,612-00-02629/2013-04,2014-06-27,30.0,10.0,5.0,4.0,7.0,17.0,,5.0,6.0,6.0,3.0,21.0,,0.0,0.0,0.0,0.0,0.0,,28,12.0,1.0,43.0,41.0,0.0,84.0,10,5,13.0,15.0,11.0,10.0,10.0,38.0,0.0,IMT,Државни факултет,38.0
41,42.0,40,Универзитет у Крагујевцу,"Факултет техничких наука, Чачак",Државни факултет,66,Информационе технологије,Дипломирани инжењер информационих технологија,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,81000.0,1500.0,240,612-00-02629/2013-04,2014-03-21,130.0,110.0,92.0,65.0,87.0,,,30.0,20.0,21.0,47.0,,,0.0,0.0,0.0,0.0,,,34,191.0,0.0,354.0,118.0,0.0,472.0,8,4,191.0,140.0,112.0,86.0,134.0,0.0,0.0,IMT,Државни факултет,134.0
43,44.0,40,Универзитет у Крагујевцу,"Факултет техничких наука, Чачак",Државни факултет,108,Предузетнички менаџмент,Дипломирани менаџер,Друштвено-хуманистичке науке,Основне академске,81000.0,1500.0,240,612-00-02629/2013-04,2014-04-04,45.0,15.0,8.0,17.0,31.0,,,6.0,4.0,1.0,22.0,,,0.0,0.0,0.0,0.0,,,23,21.0,2.0,71.0,33.0,0.0,104.0,8,4,23.0,21.0,12.0,18.0,53.0,0.0,0.0,DH,Државни факултет,53.0
44,45.0,51,Универзитет у Нишу,Факултет заштите на раду,Државни факултет,70,Заштита животне средине ОАС4,Дипломирани инжењер заштите животне средине,Техничко-технолошке науке,Основне академске,72000.0,1500.0,240,621-00-0072/2014-04,2014-05-09,180.0,57.0,33.0,34.0,85.0,,,8.0,9.0,25.0,173.0,,,0.0,0.0,0.0,0.0,,,52,37.0,16.0,209.0,215.0,0.0,424.0,8,4,53.0,65.0,42.0,59.0,258.0,0.0,0.0,TT,Државни факултет,258.0
45,46.0,51,Универзитет у Нишу,Факултет заштите на раду,Државни факултет,71,Заштита на раду ОАС4,Дипломирани инжењер заштите животне средине,Техничко-технолошке науке,Основне академске,72000.0,900.0,240,621-00-0072/2014-04,2014-05-09,180.0,101.0,47.0,50.0,88.0,,,6.0,17.0,24.0,172.0,,,0.0,0.0,0.0,0.0,,,54,109.0,8.0,286.0,219.0,0.0,505.0,8,4,117.0,107.0,64.0,74.0,260.0,0.0,0.0,TT,Државни факултет,260.0
53,54.0,63,Универзитет у Новом Саду,Филозофски факултет,Државни факултет,317,Енглески језик и књижевност,Дипломирани филолог - англиста,Друштвено-хуманистичке науке,Основне академске,96000.0,2000.0,240,612-00-00887/2013-04,2014-05-23,70.0,42.0,56.0,46.0,64.0,,,34.0,9.0,10.0,49.0,,,,,,,,,60,167.0,0.0,208.0,102.0,0.0,310.0,8,4,167.0,76.0,65.0,56.0,113.0,0.0,0.0,DH,Државни факултет,113.0
54,55.0,71,Универзитет у Новом Саду,Технолошки факултет,Државни факултет,97,Биотехнологија,Дипломирани инжењер технологије,Техничко-технолошке науке,Основне академске,65000.0,3000.0,240,612-001141/2012-04,2013-03-08,66.0,53.0,29.0,17.0,39.0,,,13.0,22.0,24.0,76.0,,,0.0,0.0,0.0,0.0,,,11,67.0,0.0,138.0,135.0,0.0,273.0,8,4,67.0,66.0,51.0,41.0,115.0,0.0,0.0,TT,Државни факултет,115.0
57,58.0,45,Универзитет у Крагујевцу,"Факултет за хотелијерство и туризам, Врњачка Бања",Државни факултет,100,хотелијерство и туризам,Дипломирани менаџер,Друштвено-хуманистичке науке,Основне академске,80000.0,1300.0,240,612-00-00656/2012-04,14.06.2013,100.0,60.0,67.0,70.0,69.0,,,53.0,39.0,25.0,10.0,,,1.0,,2.0,,,,77,131.0,0.0,266.0,127.0,3.0,396.0,8,4,131.0,114.0,106.0,97.0,79.0,0.0,0.0,DH,Државни факултет,79.0
59,60.0,42,Универзитет у Крагујевцу,"Учитељски факултет, Ужице",Државни факултет,446,Учитељ,Дипломирани учитељ,Друштвено-хуманистичке науке,Основне академске,80000.0,0.0,240,612-00-00020/2014-04,2014-07-04,105.0,45.0,57.0,93.0,92.0,95.0,,9.0,12.0,24.0,33.0,,,0.0,0.0,0.0,0.0,,,84,26.0,13.0,382.0,78.0,0.0,460.0,8,4,39.0,54.0,69.0,117.0,125.0,95.0,0.0,DH,Државни факултет,125.0
60,61.0,37,Универзитет у Крагујевцу,Факултет инжењерских наука,Државни факултет,104,Машинско инжењерство ОАС,Инжењер машинства,Техничко-технолошке науке,Основне академске,50000.0,1500.0,180,612-00-00595/2013-04,2013-05-24,240.0,187.0,76.0,123.0,,,,52.0,64.0,206.0,,,,,,,,,,99,182.0,21.0,386.0,322.0,0.0,708.0,6,3,203.0,239.0,140.0,329.0,0.0,0.0,0.0,TT,Државни факултет,329.0
69,70.0,37,Универзитет у Крагујевцу,Факултет инжењерских наука,Државни факултет,114,Војноиндустријско инжењерство ОАС,Дипломирани инжењер индустријског инжењерства,Техничко-технолошке науке,Основне академске,50000.0,1500.0,240,612-00-00347/2015-04,2015-03-20,40.0,33.0,23.0,15.0,42.0,,,6.0,11.0,6.0,28.0,,,,,,,,,18,36.0,4.0,113.0,51.0,0.0,164.0,8,4,40.0,39.0,34.0,21.0,70.0,0.0,0.0,TT,Државни факултет,70.0
80,81.0,37,Универзитет у Крагујевцу,Факултет инжењерских наука,Државни факултет,127,Аутомобилско инжењерство ОАС,Инжењер машинства,Техничко-технолошке науке,Основне академске,50000.0,1500.0,180,612-00-00595/2013-04,2013-05-24,40.0,10.0,1.0,10.0,,,,2.0,1.0,8.0,,,,,,,,,,7,9.0,1.0,21.0,11.0,0.0,32.0,6,3,10.0,12.0,2.0,18.0,0.0,0.0,0.0,TT,Државни факултет,18.0
83,84.0,37,Универзитет у Крагујевцу,Факултет инжењерских наука,Државни факултет,136,Урбано инжењерство,Дипломирани инжењер урбанизма,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,50000.0,1500.0,240,612-00-00595/2013-04,2013-05-24,40.0,16.0,8.0,12.0,32.0,,,2.0,11.0,5.0,14.0,,,,,,,,,6,17.0,2.0,68.0,32.0,0.0,100.0,8,4,19.0,18.0,19.0,17.0,46.0,0.0,0.0,IMT,Државни факултет,46.0
87,88.0,64,Универзитет у Новом Саду,"Грађевински факултет, Суботица",Државни факултет,151,"Грађевинарство (2013, ОАС)",Дипломирани инжењер грађевинарства,Техничко-технолошке науке,Основне академске,72000.0,1500.0,240,612-00-00897/2014-04,2013-06-27,104.0,68.0,33.0,31.0,106.0,,,5.0,13.0,17.0,57.0,,,0.0,0.0,0.0,0.0,,,40,32.0,37.0,238.0,92.0,0.0,330.0,8,4,69.0,73.0,46.0,48.0,163.0,0.0,0.0,TT,Државни факултет,163.0
90,91.0,46,Универзитет у Нишу,Економски факултет,Државни факултет,159,"Рачуноводство, ревизија и финансијско управљање",Дипломирани економиста,Друштвено-хуманистичке науке,Основне академске,90000.0,1500.0,240,612-00-00684/2013-04,30.08.2013.,100.0,35.0,28.0,60.0,78.0,,,16.0,20.0,13.0,141.0,,,0.0,0.0,0.0,0.0,,,43,41.0,2.0,201.0,190.0,0.0,391.0,8,4,43.0,51.0,48.0,73.0,219.0,0.0,0.0,DH,Државни факултет,219.0
91,92.0,46,Универзитет у Нишу,Економски факултет,Државни факултет,158,Општа економија,Дипломирани економиста,Друштвено-хуманистичке науке,Основне академске,90000.0,1500.0,240,612-00-00684/2013-04,30.08.2013.,70.0,5.0,4.0,6.0,20.0,,,14.0,5.0,9.0,56.0,,,0.0,0.0,0.0,0.0,,,17,9.0,2.0,35.0,84.0,0.0,119.0,8,4,11.0,19.0,9.0,15.0,76.0,0.0,0.0,DH,Државни факултет,76.0
92,93.0,38,Универзитет у Крагујевцу,Природно-математички факултет,Државни факултет,160,математика,Дипломирани математичар,Природно-математичке науке,Основне академске,72000.0,2500.0,240,612-00-00919/2016-06,2016-06-17,50.0,29.0,22.0,23.0,49.0,,,15.0,7.0,4.0,48.0,,,0.0,0.0,0.0,0.0,,,34,29.0,1.0,123.0,74.0,0.0,197.0,8,4,30.0,44.0,29.0,27.0,97.0,0.0,0.0,PM,Државни факултет,97.0
93,94.0,46,Универзитет у Нишу,Економски факултет,Државни факултет,161,"Финансије, банкарство и осигурање",Дипломирани економиста,Друштвено-хуманистичке науке,Основне академске,90000.0,1500.0,240,612-00-00684/2013-04,30.08.2013.,250.0,52.0,27.0,57.0,105.0,,,48.0,24.0,42.0,316.0,,,0.0,0.0,0.0,0.0,,,126,68.0,7.0,241.0,430.0,0.0,671.0,8,4,75.0,100.0,51.0,99.0,421.0,0.0,0.0,DH,Државни факултет,421.0
94,95.0,38,Универзитет у Крагујевцу,Природно-математички факултет,Државни факултет,162,информатика,Дипломирани информатичар,Природно-математичке науке,Основне академске,72000.0,2500.0,240,612-00-00919/2016-06,2016-06-17,100.0,104.0,42.0,42.0,33.0,,,45.0,22.0,23.0,42.0,,,0.0,0.0,0.0,0.0,,,17,147.0,0.0,221.0,132.0,0.0,353.0,8,4,147.0,149.0,64.0,65.0,75.0,0.0,0.0,PM,Државни факултет,75.0
95,96.0,38,Универзитет у Крагујевцу,Природно-математички факултет,Државни факултет,163,физика,Дипломирани физичар,Природно-математичке науке,Основне академске,72000.0,2500.0,240,612-00-00658/2103-04,2013-09-13,25.0,26.0,3.0,6.0,15.0,,,2.0,2.0,4.0,28.0,,,0.0,0.0,0.0,0.0,,,9,19.0,7.0,50.0,36.0,0.0,86.0,8,4,26.0,28.0,5.0,10.0,43.0,0.0,0.0,PM,Државни факултет,43.0
96,97.0,38,Универзитет у Крагујевцу,Природно-математички факултет,Државни факултет,164,хемија,Дипломирани хемичар,Природно-математичке науке,Основне академске,72000.0,2500.0,240,612-00-00658/2013-04,2013-11-08,65.0,56.0,29.0,38.0,55.0,,,2.0,3.0,14.0,59.0,,,0.0,0.0,0.0,0.0,,,26,38.0,6.0,178.0,78.0,0.0,256.0,8,4,44.0,58.0,32.0,52.0,114.0,0.0,0.0,PM,Државни факултет,114.0
97,98.0,38,Универзитет у Крагујевцу,Природно-математички факултет,Државни факултет,165,Биологија,Дипломирани биолог,Природно-математичке науке,Основне академске,72000.0,2500.0,240,612-00-02092/2011-04,2012-06-08,35.0,34.0,26.0,21.0,25.0,,,5.0,10.0,10.0,67.0,,,0.0,0.0,0.0,0.0,,,20,34.0,4.0,106.0,92.0,0.0,198.0,8,4,38.0,39.0,36.0,31.0,92.0,0.0,0.0,PM,Државни факултет,92.0
98,99.0,38,Универзитет у Крагујевцу,Природно-математички факултет,Државни факултет,166,Екологија,Дипломирани еколог,Природно-математичке науке,Основне академске,72000.0,2500.0,240,612-00-02092/2011-04,2012-06-08,40.0,40.0,24.0,21.0,28.0,,,5.0,8.0,7.0,74.0,,,0.0,0.0,0.0,0.0,,,24,38.0,0.0,113.0,94.0,0.0,207.0,8,4,38.0,45.0,32.0,28.0,102.0,0.0,0.0,PM,Државни факултет,102.0
111,112.0,46,Универзитет у Нишу,Економски факултет,Државни факултет,179,Пословно управљање,Дипломирани економиста,Друштвено-хуманистичке науке,Основне академске,90000.0,1500.0,240,612-00-00684/2013-04,30.08.2013.,280.0,238.0,131.0,117.0,242.0,,,76.0,63.0,65.0,308.0,,,0.0,0.0,0.0,0.0,,,134,333.0,0.0,728.0,512.0,0.0,1240.0,8,4,333.0,314.0,194.0,182.0,550.0,0.0,0.0,DH,Државни факултет,550.0
112,113.0,15,Универзитет у Београду,Машински факултет,Државни факултет,180,Машинско инжењерство (настава на енглеском језику),Инжењер машинства,Техничко-технолошке науке,Основне академске,1200000.0,10000.0,180,612-00-01119/2017-06,2017-05-26,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TT,Државни факултет,0.0
115,116.0,64,Универзитет у Новом Саду,"Грађевински факултет, Суботица",Државни факултет,183,"Конструкције и материјали (2008, ОАС)",Дипломирани инжењер грађевинарства,Техничко-технолошке науке,Основне академске,72000.0,1500.0,240,612-00-01431/3/2007-04,2008-05-19,72.0,0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,53.0,,,0.0,0.0,0.0,0.0,,,18,0.0,0.0,1.0,54.0,0.0,55.0,8,4,0.0,0.0,0.0,1.0,54.0,0.0,0.0,TT,Државни факултет,54.0
116,117.0,64,Универзитет у Новом Саду,"Грађевински факултет, Суботица",Државни факултет,184,"Хидротехника и водно инжењерство околине (2008, ОАС)",Дипломирани инжењер грађевинарства,Техничко-технолошке науке,Основне академске,72000.0,1500.0,240,612-00-01431/6/2007-04,2008-05-19,72.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,15.0,,,0.0,0.0,0.0,0.0,,,8,0.0,0.0,0.0,15.0,0.0,15.0,8,4,0.0,0.0,0.0,0.0,15.0,0.0,0.0,TT,Државни факултет,15.0
118,119.0,36,Универзитет у Крагујевцу,"Факултет за машинство и грађевинарство, Краљево",Државни факултет,187,Машинско инжењерство,Дипломирани инжењер машинства,Техничко-технолошке науке,Основне академске,40000.0,1500.0,240,612-00-02498/2013-04,2014-04-04,120.0,65.0,31.0,23.0,54.0,,,23.0,36.0,58.0,11.0,,,,,,,,,45,53.0,18.0,173.0,128.0,0.0,301.0,8,4,71.0,88.0,67.0,81.0,65.0,0.0,0.0,TT,Државни факултет,65.0
121,122.0,36,Универзитет у Крагујевцу,"Факултет за машинство и грађевинарство, Краљево",Државни факултет,190,Грађевинско инжењерство,Инжењер грађевинарства,Техничко-технолошке науке,Основне академске,40000.0,1500.0,180,612-00-00972/2016-06,2016-10-28,60.0,44.0,27.0,39.0,,,,8.0,20.0,57.0,,,,,,,,,,10,38.0,12.0,110.0,85.0,0.0,195.0,6,3,50.0,52.0,47.0,96.0,0.0,0.0,0.0,TT,Државни факултет,96.0
122,123.0,18,Универзитет у Београду,Факултет за физичку хемију,Државни факултет,191,ОАС4 - ФИЗИЧКА ХЕМИЈА,Дипломирани физикохемичар,Природно-математичке науке,Основне академске,69900.0,1800.0,240,612-00-00181/2014-04,2014-06-20,100.0,69.0,36.0,29.0,42.0,,,52.0,64.0,58.0,68.0,,,0.0,0.0,0.0,0.0,,,34,91.0,5.0,176.0,242.0,0.0,418.0,8,4,96.0,121.0,100.0,87.0,110.0,0.0,0.0,PM,Државни факултет,110.0
129,130.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,198,Хемија (2014),Дипломирани хемичар,Природно-математичке науке,Основне академске,102000.0,2500.0,240,612-00-00495/2013-04,2013-07-05,80.0,62.0,38.0,47.0,42.0,,,19.0,41.0,46.0,49.0,,,0.0,1.0,0.0,0.0,,,39,110.0,7.0,189.0,155.0,1.0,345.0,8,4,117.0,81.0,80.0,93.0,91.0,0.0,0.0,PM,Државни факултет,91.0
132,133.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,201,Хемичар за животну средину (2008),Дипломирани хемичар,Природно-математичке науке,Основне академске,90000.0,2500.0,240,,,,0.0,0.0,11.0,16.0,,,0.0,4.0,10.0,11.0,,,0.0,0.0,0.0,0.0,,,11,,,27.0,25.0,0.0,52.0,8,4,0.0,0.0,4.0,21.0,27.0,0.0,0.0,PM,Државни факултет,27.0
133,134.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,202,Хемија животне средине (2014),Дипломирани хемичар,Природно-математичке науке,Основне академске,102000.0,2500.0,240,612-00-00495/2013-04,2013-11-08,30.0,16.0,11.0,7.0,12.0,,,12.0,16.0,11.0,10.0,,,0.0,0.0,0.0,0.0,,,12,28.0,0.0,46.0,49.0,0.0,95.0,8,4,28.0,28.0,27.0,18.0,22.0,0.0,0.0,PM,Државни факултет,22.0
135,136.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,204,Професор хемије (2008),Дипломирани хемичар,Природно-математичке науке,Основне академске,90000.0,2500.0,240,,,,0.0,1.0,7.0,16.0,,,0.0,0.0,6.0,9.0,,,0.0,0.0,0.0,0.0,,,4,,,24.0,15.0,0.0,39.0,8,4,0.0,0.0,1.0,13.0,25.0,0.0,0.0,PM,Државни факултет,25.0
136,137.0,21,Универзитет у Београду,Хемијски факултет,Државни факултет,205,Настава хемије (2014),Мастер професор хемије,Природно-математичке науке,Интегр. академске,102000.0,2500.0,300,612-00-00495/2013-04,2014-06-27,25.0,7.0,2.0,2.0,6.0,6.0,,6.0,3.0,5.0,10.0,3.0,,0.0,0.0,0.0,0.0,0.0,,16,5.0,1.0,23.0,27.0,0.0,50.0,10,5,6.0,13.0,5.0,7.0,16.0,9.0,0.0,PM,Државни факултет,9.0
137,138.0,71,Универзитет у Новом Саду,Технолошки факултет,Државни факултет,206,Прехрамбено инжењерство,Дипломирани инжењер технологије,Техничко-технолошке науке,Основне академске,65000.0,3000.0,240,612-001141/2012-04,2013-02-22,100.0,58.0,28.0,27.0,32.0,,,23.0,33.0,36.0,92.0,,,0.0,0.0,0.0,0.0,,,35,56.0,0.0,145.0,184.0,0.0,329.0,8,4,56.0,81.0,61.0,63.0,124.0,0.0,0.0,TT,Државни факултет,124.0
140,141.0,71,Универзитет у Новом Саду,Технолошки факултет,Државни факултет,209,Фармацеутско инжењерство,Дипломирани инжењер технологије,Техничко-технолошке науке,Основне академске,65000.0,3000.0,240,612-001141/2012-04,2013-02-22,44.0,32.0,20.0,10.0,11.0,,,12.0,18.0,20.0,55.0,,,0.0,0.0,0.0,0.0,,,23,41.0,1.0,73.0,105.0,0.0,178.0,8,4,42.0,44.0,38.0,30.0,66.0,0.0,0.0,TT,Државни факултет,66.0
143,144.0,71,Универзитет у Новом Саду,Технолошки факултет,Државни факултет,212,Хемијско инжењерство,Дипломирани инжењер технологије,Техничко-технолошке науке,Основне академске,65000.0,3000.0,240,612-001141/2012-04,2013-02-01,50.0,35.0,13.0,14.0,25.0,,,21.0,8.0,10.0,41.0,,,0.0,0.0,0.0,0.0,,,20,42.0,0.0,87.0,80.0,0.0,167.0,8,4,42.0,56.0,21.0,24.0,66.0,0.0,0.0,TT,Државни факултет,66.0
147,148.0,84,Универзитет уметности у Београду,Факултет драмских уметности,Државни факултет,2222,"Менаџмент и продукција позоришта, радија и културе",Дипломирани менаџер,Друштвено-хуманистичке науке,Основне академске,220000.0,3726.0,240,612-00-00750/2015-06,2016-05-13,15.0,10.0,14.0,,,,,3.0,0.0,,,,,0.0,0.0,,,,,0,18.0,0.0,24.0,3.0,0.0,27.0,8,4,18.0,13.0,14.0,0.0,0.0,0.0,0.0,DH,Државни факултет,0.0
153,154.0,28,Универзитет у Београду,Технички факултет (Бор),Државни факултет,244,Инжењерски менаџмент,Дипломирани инжењер менаџмента,Техничко-технолошке науке,Основне академске,50000.0,2000.0,240,612-00-02252/2013-04,2014-01-17,120.0,100.0,42.0,35.0,41.0,,,10.0,15.0,26.0,13.0,,,0.0,0.0,0.0,0.0,,,35,27.0,0.0,218.0,64.0,0.0,282.0,8,4,27.0,110.0,57.0,61.0,54.0,0.0,0.0,TT,Државни факултет,54.0
